cluster_id,cluster_name,n_pairs,mean_ppi_score,mean_abs_eps,frac_pos_gi,frac_neg_gi,spearman_r,spearman_p
65,TDA9/PRS2/PDS5,1,2.0,0.0441,1.0,0.0,nan,nan
349,TLG2/VPS45/PEP7,1,5.0,0.1261,1.0,0.0,nan,nan
344,RNH201/RNH202/RNH203,1,10.0,0.0154,1.0,0.0,nan,nan
337,BSC2/TGL3/TGL4,1,3.0,0.00795,1.0,0.0,nan,nan
332,MIC26/NVJ2/HEF3,1,2.0,0.0034999999999999996,1.0,0.0,nan,nan
133,TYW1/ERG2/SEY1,1,2.0,0.2994,0.0,1.0,nan,nan
467,GIR2/RBG2,1,10.0,0.0294,1.0,0.0,nan,nan
494,RIC1/RGP1,1,10.0,0.1718,1.0,0.0,nan,nan
140,HRK1/LRO1/OSH3,1,2.0,0.04705,0.0,1.0,nan,nan
490,ACA1/CST6,1,4.0,0.0429,1.0,0.0,nan,nan
234,CRT10/MMS1/RTT101,1,6.0,0.0846,1.0,0.0,nan,nan
334,SPO14/HXT3/YOR1,1,2.0,0.0597,1.0,0.0,nan,nan
150,HTC1/PRM1/YHR140W,1,2.0,0.03525,1.0,0.0,nan,nan
70,SWP1/OST1/STT3,1,4.0,0.3052,0.0,1.0,nan,nan
378,WHI3/WHI4,1,10.0,0.4107,0.0,1.0,nan,nan
210,BNI1/NNK1/GDH2,1,2.0,0.0661,1.0,0.0,nan,nan
175,YPQ1/QNS1/SPO21,1,4.0,0.018250000000000002,1.0,0.0,nan,nan
331,CSI1/RRI1/CSN9,1,6.0,0.0217,1.0,0.0,nan,nan
466,BRE1/LGE1,1,6.0,0.1987,1.0,0.0,nan,nan
465,INP2/PEX19,1,4.0,0.057050000000000003,1.0,0.0,nan,nan
148,TAH18/BOL2/DRE2,1,2.0,0.84815,0.0,1.0,nan,nan
94,YMR310C/NAF1/GAR1,1,6.0,0.1286,1.0,0.0,nan,nan
449,RVS167/RVS161,1,8.0,0.22854999999999998,1.0,0.0,nan,nan
63,ADO1/XKS1/ACB1,1,6.0,0.4258,0.0,1.0,nan,nan
229,PXR1/ALY2/TMA23,1,2.0,0.04775,1.0,0.0,nan,nan
314,FIG4/FAB1/VAC14,1,6.0,0.0895,0.0,1.0,nan,nan
313,NMA1/NSR1/NMA2,1,10.0,0.9277,0.0,1.0,nan,nan
41,PAM17/LAM1/ATP12,1,3.0,0.79905,0.0,1.0,nan,nan
78,MSC6/CUP1-2/CUP1-1,1,4.0,0.014050000000000002,1.0,0.0,nan,nan
42,CAD1/PDE2/GDS1,1,3.0,0.0697,1.0,0.0,nan,nan
83,RNR1/SRX1/PAN6,1,10.0,0.2249,0.0,1.0,nan,nan
84,FIR1/UBP1/ATP11,1,3.0,0.0575,1.0,0.0,nan,nan
429,CCZ1/MON1,1,9.0,0.18395,1.0,0.0,nan,nan
386,TKL1/TKL2,1,9.0,0.2013,0.0,1.0,nan,nan
297,PBP1/LSM12/PBP4,1,10.0,0.0518,1.0,0.0,nan,nan
412,NHA1/TAT1,1,2.0,0.0363,1.0,0.0,nan,nan
410,CSG2/SUR1,1,2.0,0.0764,0.0,1.0,nan,nan
40,PSP2/PRT1/TIF34,1,2.0,0.07165,1.0,0.0,nan,nan
406,RTG1/RTG3,1,10.0,0.08965000000000001,1.0,0.0,nan,nan
87,AEP3/SKM1/RIB2,1,2.0,0.04685,0.0,1.0,nan,nan
401,SYP1/EDE1,1,6.0,0.0075,1.0,0.0,nan,nan
139,RRD1/AAP1/FEX2;FEX1,1,9.0,0.0312,0.0,1.0,nan,nan
